Game to Catch in,Catch Methods,Pokemon
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Golisopod
Pokémon Sword and Shield," Evolve Wimpod
",Golisopod
Pokémon Shuffle," Event: Golisopod Appears
",Golisopod
Pokémon Sun and Moon," Route 8, Poni Breaker Coast, Poni Wilds
",Wimpod
Pokémon Ultra Sun and Ultra Moon," Dividing Peak Tunnel, Route 8, Poni Breaker Coast
",Wimpod
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Wimpod
Pokémon Sword and Shield,"
",Wimpod
Pokémon Sun," Lush Jungle
",Passimian
Pokémon Moon," Trade, Event
",Passimian
Pokémon Ultra Sun," Lush Jungle
",Passimian
Pokémon Ultra Moon," Trade, Event
",Passimian
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Passimian
Pokémon Sword," Glimwood Tangle
",Passimian
Pokémon Shield," Trade
",Passimian
Pokémon Shuffle," Event: Passimian Appears
",Passimian
Pokémon Sun," Trade, Event
",Oranguru
Pokémon Moon," Lush Jungle
",Oranguru
Pokémon Ultra Sun," Trade, Event
",Oranguru
Pokémon Ultra Moon," Lush Jungle
",Oranguru
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Oranguru
Pokémon Sword," Trade
",Oranguru
Pokémon Shield," Glimwood Tangle
",Oranguru
Pokémon Shuffle," Event: Oranguru Appears
",Oranguru
Pokémon Sun and Moon," Lush Jungle
",Comfey
Pokémon Ultra Sun and Ultra Moon," Lush Jungle, Poké Pelago*
",Comfey
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Comfey
Pokémon Sword and Shield," Unobtainable
",Comfey
Pokémon Shuffle," Event: Comfey Appears
",Comfey
Pokémon Sun and Moon," Evolve Steenee
",Tsareena
Pokémon Ultra Sun and Ultra Moon," Evolve Steenee
",Tsareena
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Tsareena
Pokémon Sword and Shield," Evolve Steenee
",Tsareena
Pokémon Shuffle," Event: Pokémon Safari (19th release)
",Tsareena
Pokémon Sun and Moon," Trade Granbull in Seafolk Village
",Steenee
Pokémon Ultra Sun and Ultra Moon," Lush Jungle
",Steenee
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Steenee
Pokémon Sword and Shield," Axew's Eye
",Steenee
Pokémon Shuffle," Event: Pokémon Safari (19th release)
",Steenee
Pokémon Sun and Moon," Lush Jungle, Trade Lillipup at Route 5
",Bounsweet
Pokémon Ultra Sun and Ultra Moon," Breed Steenee or Tsareena
",Bounsweet
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Bounsweet
Pokémon Sword and Shield," Dappled Grove, East Lake Axewell, Rolling Fields
",Bounsweet
Pokémon Shuffle," Event: Pokémon Safari (19th release)
",Bounsweet
Pokémon Sun and Moon," Poni Gauntlet
",Bewear
Pokémon Ultra Sun and Ultra Moon," Poni Gauntlet, Hau'oli City (only one)
",Bewear
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Bewear
Pokémon Sword and Shield," Axew's Eye, Giant's Seat, Lake of Outrage
",Bewear
Pokémon Shuffle," Event: Bewear Appears
",Bewear
Pokémon Sun and Moon," Route 8, Akala Outskirts
",Stufful
Pokémon Ultra Sun and Ultra Moon," Route 8, Akala Outskirts
",Stufful
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Stufful
Pokémon Sword and Shield," Route 5, East Lake Axewell, Bridge Field, Dappled Grove, Giant's Seat, Hammerlocke Hills, North Lake Miloch
",Stufful
Pokémon Sun and Moon," Evolve Salandit♀
",Salazzle
Pokémon Ultra Sun," Wela Volcano Park, Lush Jungle (SOS Battle)
",Salazzle
Pokémon Ultra Moon," Wela Volcano Park, Lush Jungle (Cave) (SOS Battle), Received from Samson Oak at Heahea Beach* (Totem-sized)
",Salazzle
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Salazzle
Pokémon Sword and Shield,"
",Salazzle
Pokémon Shuffle," Event: Salazzle Appears
",Salazzle
Pokémon Sun and Moon," Route 8, Wela Volcano Park
",Salandit
Pokémon Ultra Sun and Ultra Moon," Route 8, Wela Volcano Park, Lush Jungle (Cave)
",Salandit
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Salandit
Pokémon Sword and Shield," Stony Wilderness
",Salandit
Pokémon Shuffle," Event: Pokémon Safari (16th release)
",Salandit
Pokémon Sun and Moon," Evolve Morelull
",Shiinotic
Pokémon Ultra Sun and Ultra Moon," Route 11^Night
",Shiinotic
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Shiinotic
Pokémon Sword and Shield," Glimwood Tangle
",Shiinotic
Pokémon Shuffle," Event: Pokémon Safari (24th release)
",Shiinotic
Pokémon Sun and Moon," Route 11, Brooklet Hill, Lush Jungle^Night
",Morelull
Pokémon Ultra Sun and Ultra Moon," Brooklet Hill, Lush Jungle^Night
",Morelull
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Morelull
Pokémon Sword and Shield,"
",Morelull
Pokémon Shuffle," Event: Pokémon Safari (24th release)
",Morelull
Pokémon Sun and Moon," Evolve Fomantis
",Lurantis
Pokémon Ultra Sun," Received from Samson Oak at Heahea Beach* (Totem-sized)
",Lurantis
Pokémon Ultra Moon," Evolve Fomantis
",Lurantis
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Lurantis
Pokémon Sword and Shield," Unobtainable
",Lurantis
Pokémon Shuffle," Event: Lurantis Appears
",Lurantis
Pokémon Sun and Moon," Route 5, Lush Jungle
",Fomantis
Pokémon Ultra Sun and Ultra Moon," Route 5, Lush Jungle
",Fomantis
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Fomantis
Pokémon Sword and Shield," Unobtainable
",Fomantis
Pokémon Shuffle," Event: The Daily Pokémon (#7)
",Fomantis
Pokémon Sun and Moon," Malie Garden^Day
",Araquanid
Pokémon Ultra Sun," Malie Garden^Day
",Araquanid
Pokémon Ultra Moon," Malie Garden^Day, Received from Samson Oak at Heahea Beach* (Totem-sized)
",Araquanid
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Araquanid
Pokémon Sword and Shield," North Lake Miloch
",Araquanid
Pokémon Shuffle," Event: Araquanid Appears
",Araquanid
Pokémon Sun and Moon," Brooklet Hill^Day (Surfing and walking)
",Dewpider
Pokémon Ultra Sun and Ultra Moon," Brooklet Hill^Day (Surfing and walking)
",Dewpider
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Dewpider
Pokémon Sword and Shield,"
",Dewpider
Pokémon Shuffle," Event: The Daily Pokémon (#8)
",Dewpider
Pokémon Sun and Moon," Poni Plains
",Mudsdale
Pokémon Ultra Sun and Ultra Moon," Poni Plains, Route 12, Blush Mountain (SOS Battle)
",Mudsdale
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Mudsdale
Pokémon Sword and Shield," Axew's Eye, Giant's Seat, Dusty Bowl
",Mudsdale
Pokémon Masters," Chapter 10: A Matter of Pride (Hapu's)
",Mudsdale
Pokémon Shuffle," Event: Mudsdale Appears
",Mudsdale
Pokémon Sun and Moon," Routes 4, 6, and 12, Paniola Ranch, Blush Mountain
",Mudbray
Pokémon Ultra Sun and Ultra Moon," Routes 4, 6, and 12, Paniola Ranch, Blush Mountain
",Mudbray
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Mudbray
Pokémon Sword and Shield," Route 3, Rolling Fields, Dappled Grove, West Lake Axewell, East Lake Axewell, North Lake Miloch, South Lake Miloch, Giant's Seat, Giant's Cap
",Mudbray
Pokémon Shuffle," Event: The Daily Pokémon (#9)
",Mudbray
Pokémon Sun and Moon," Evolve Mareanie
",Toxapex
Pokémon Ultra Sun and Ultra Moon," Evolve Mareanie
",Toxapex
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Toxapex
Pokémon Sword and Shield," Route 9
",Toxapex
Pokémon Shuffle," Event: Toxapex Appears
",Toxapex
Pokémon Sun and Moon," Route 9, Melemele Sea (SOS Battle)
",Mareanie
Pokémon Ultra Sun and Ultra Moon," Route 9, Melemele Sea (SOS Battle)
",Mareanie
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Mareanie
Pokémon Sword and Shield,"
",Mareanie
Pokémon Shuffle," Event: Mareanie Appears
",Mareanie
Pokémon Sun and Moon," Routes 7, 8, 9, 13, 14, and 15, Melemele Sea, Kala'e Bay, Brooklet Hill, Akala Outskirts, Secluded Shore (Fishing)
",Wishiwashi
Pokémon Ultra Sun and Ultra Moon," Routes 7, 8, 9, 13, 14, and 15, Melemele Sea, Kala'e Bay, Brooklet Hill, Akala Outskirts (Fishing)
",Wishiwashi
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Wishiwashi
Pokémon Sword and Shield," Route 9, Hulbury, West Lake Axewell, East Lake Axewell, Axew's Eye
",Wishiwashi
Pokémon Shuffle," Event: The Daily Pokémon (#7) (Solo Form)
",Wishiwashi
Pokémon Sun and Moon," Vast Poni Canyon
",Lycanroc
Pokémon Ultra Sun and Ultra Moon," Vast Poni Canyon (Midday and Midnight Form), Evolve Own Tempo Rockruff (Dusk Form)
",Lycanroc
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Lycanroc
Pokémon Sword and Shield," Unobtainable
",Lycanroc
Pokémon Shuffle," Event: Lycanroc Appears (Midday Form)
",Lycanroc
Pokémon Masters," Sync Pair Scout (Olivia's) (Midnight Form)
",Lycanroc
Pokémon Rumble Rush," Buzzwole Sea (Midday Form)
",Lycanroc
Pokémon Sun and Moon," Ten Carat Hill
",Rockruff
Pokémon Ultra Sun and Ultra Moon," Route 1, Ten Carat Hill
",Rockruff
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Rockruff
Pokémon Sword and Shield," Unobtainable
",Rockruff
Pokémon Shuffle," Event: Pokémon Safari (17th release)
",Rockruff
Pokémon Sun and Moon," Ula'ula Meadow, Poni Meadow
",Ribombee
Pokémon Ultra Sun," Ula'ula Meadow, Poni Meadow, Received from Samson Oak at Heahea Beach* (Totem-sized)
",Ribombee
Pokémon Ultra Moon," Ula'ula Meadow, Poni Meadow
",Ribombee
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Ribombee
Pokémon Sword and Shield,"
",Ribombee
Pokémon Shuffle," Event: Ribombee Appears
",Ribombee
Pokémon Sun and Moon," Routes 2 and 3, Melemele Meadow
",Cutiefly
Pokémon Ultra Sun and Ultra Moon," Routes 2 and 3, Melemele Meadow, Poké Pelago
",Cutiefly
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Cutiefly
Pokémon Sword and Shield,"
",Cutiefly
Pokémon Shuffle," Event: Pokémon Safari (24th release)
",Cutiefly
Pokémon Sun and Moon," Melemele Meadow (Pom-Pom Style), Route 6 (Pa'u Style), Ula'ula Meadow (Baile Style), Poni Meadow (Sensu Style)
",Oricorio
Pokémon Ultra Sun and Ultra Moon," Melemele Meadow (Pom-Pom Style), Route 6 (Pa'u Style), Ula'ula Meadow (Baile Style), Poni Meadow (Sensu Style)
",Oricorio
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Oricorio
Pokémon Sword and Shield," Unobtainable
",Oricorio
Pokémon Shuffle," Event: The Daily Pokémon (#7) (Pom-Pom Style), Event: The Daily Pokémon (#8) (Pa'u Style), Event: The Daily Pokémon (#9) (Sensu Style and Baile Style)
",Oricorio
Pokémon Sun and Moon," Evolve Crabrawler
",Crabominable
Pokémon Ultra Sun and Ultra Moon," Evolve Crabrawler
",Crabominable
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Crabominable
Pokémon Sword and Shield," Unobtainable
",Crabominable
Pokémon Shuffle," Event: Pokémon Safari (18th release)
",Crabominable
Pokémon Sun and Moon," Routes 2, 3, 4, 5, 8, 10, 16, and 17, Secluded Shore, Poni Wilds, Poni Plains (Berry piles)
",Crabrawler
Pokémon Ultra Sun and Ultra Moon," Routes 2, 3, 4, 5, 8, 10, 16, and 17, Ula'ula Beach, Poni Wilds, Poni Plains (Berry piles)
",Crabrawler
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Crabrawler
Pokémon Sword and Shield," Unobtainable
",Crabrawler
Pokémon Shuffle," Event: Pokémon Safari (18th release)
",Crabrawler
Pokémon Sun and Moon," Evolve Charjabug
",Vikavolt
Pokémon Ultra Sun," Blush Mountain^Day (SOS Battle), Received from Samson Oak at Heahea Beach* (Totem-sized)
",Vikavolt
Pokémon Ultra Moon," Blush Mountain^Day (SOS Battle)
",Vikavolt
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Vikavolt
Pokémon Sword and Shield," Giant's Mirror, Giant's Seat ,  Bridge Field, Dappled Grove, Giant's Cap, Giant's Mirror, Motostoke Riverbank, Rolling Fields (Max Raid Battle)
",Vikavolt
Pokémon Shuffle," Event: Pokémon Safari (18th release)
",Vikavolt
Pokémon Sun and Moon," Blush Mountain
",Charjabug
Pokémon Ultra Sun and Ultra Moon," Blush Mountain
",Charjabug
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Charjabug
Pokémon Sword and Shield," Axew's Eye, Dusty Bowl, Hammerlocke Hills ,  Bridge Field, Dappled Grove, Giant's Cap, Motostoke Riverbank, Rolling Fields (Max Raid Battle)
",Charjabug
Pokémon Shuffle," Event: Pokémon Safari (18th release)
",Charjabug
Pokémon Sun and Moon," Routes 1, 4, 5, and 6
",Grubbin
Pokémon Ultra Sun and Ultra Moon," Routes 1, 4, 5, and 6, Blush Mountain^Day (SOS Battle)
",Grubbin
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Grubbin
Pokémon Sword and Shield," Route 1, Dappled Grove, East Lake Axewell, North Lake Miloch, Slumbering Weald, Watchtower Ruins ,  Bridge Field, Dappled Grove, Rolling Fields (Max Raid Battle)
",Grubbin
Pokémon Shuffle," Event: Pokémon Safari (18th release)
",Grubbin
Pokémon Sun and Moon," Routes 10, 11, 15, 16, and 17, Akala Outskirts, Ancient Poni Path, Malie City, Poni Gauntlet, Poni Grove, Poni Plains, Poni Wilds, Tapu Village^Day
",Gumshoos
Pokémon Ultra Sun," Routes 10, 15, 16, and 17, Akala Outskirts, Tapu Village, Mount Lanakila, Poni Plains^Day, Route 8^Day (SOS Battle), Received from Samson Oak at Heahea Beach* (Totem-sized)
",Gumshoos
Pokémon Ultra Moon," Routes 10, 15, 16, and 17, Akala Outskirts, Tapu Village, Mount Lanakila, Poni Plains^Day, Route 8^Day (SOS Battle)
",Gumshoos
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Gumshoos
Pokémon Sword and Shield," Unobtainable
",Gumshoos
Pokémon Shuffle," Event: Pokémon Safari (Week 1-2)
",Gumshoos
Pokémon Sun," Routes 1, 2, 3, 4, 6, 8, Hau'oli City, Kala'e Bay^Day, Verdant Cavern
",Yungoos
Pokémon Moon," Routes 1, 2, 3, 4, 6, 8, Hau'oli City, Kala'e Bay^Day
",Yungoos
Pokémon Ultra Sun," Routes 1, 2, 4, 6, 8, Kala'e Bay^Day, Verdant Cavern
",Yungoos
Pokémon Ultra Moon," Routes 1, 2, 4, 6, 8, Kala'e Bay^Day
",Yungoos
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Yungoos
Pokémon Sword and Shield," Unobtainable
",Yungoos
Pokémon Shuffle," Event: Pokémon Safari (Week 1-2)
",Yungoos
Pokémon Sun and Moon," Evolve Trumbeak
",Toucannon
Pokémon Ultra Sun and Ultra Moon," Route 11, Poni Grove, Poni Plains (SOS Battle)
",Toucannon
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Toucannon
Pokémon Sword and Shield," Unobtainable
",Toucannon
Pokémon Masters," Sync Pair Scout (Kahili's)
",Toucannon
Pokémon Shuffle," Event: Toucannon Appears
",Toucannon
Pokémon Sun and Moon," Routes 5, 8, and 11, Lush Jungle, Poni Grove, Poni Plains
",Trumbeak
Pokémon Ultra Sun and Ultra Moon," Routes 5, 8, and 11, Poni Grove, Poni Plains, Lush Jungle (SOS Battle)
",Trumbeak
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Trumbeak
Pokémon Sword and Shield," Unobtainable
",Trumbeak
Pokémon Shuffle," Event: Pokémon Safari (22nd release)
",Trumbeak
Pokémon Sun and Moon," Routes 1, 4, 5, and 6, Poké Pelago, Routes 5 and 8 (SOS Battle)
",Pikipek
Pokémon Ultra Sun and Ultra Moon," Routes 1, 4, 5, and 6
",Pikipek
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Pikipek
Pokémon Sword and Shield," Unobtainable
",Pikipek
Pokémon Shuffle," Event: Pokémon Safari (22nd release)
",Pikipek
Pokémon Sun and Moon," Evolve Brionne
",Primarina
Pokémon Ultra Sun and Ultra Moon," Evolve Brionne
",Primarina
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Primarina
Pokémon Sword and Shield," Pokémon HOME
",Primarina
Pokémon Shuffle," Event: Take on Escalation Battles
",Primarina
Pokémon Sun and Moon," Evolve Popplio
",Brionne
Pokémon Ultra Sun and Ultra Moon," Evolve Popplio
",Brionne
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Brionne
Pokémon Sword and Shield," Pokémon HOME
",Brionne
Pokémon Shuffle," Event: The Daily Pokémon (#8)
",Brionne
Pokémon Sun and Moon," Starter Pokémon from Hala in Iki Town
",Popplio
Pokémon Ultra Sun and Ultra Moon," Starter Pokémon from Professor Kukui in Route 1
",Popplio
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Popplio
Pokémon Sword and Shield," Pokémon HOME
",Popplio
Pokémon Shuffle," Event: Popplio Appears
",Popplio
Pokémon Sun and Moon," Evolve Torracat
",Incineroar
Pokémon Ultra Sun and Ultra Moon," Evolve Torracat
",Incineroar
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Incineroar
Pokémon Sword and Shield," Pokémon HOME
",Incineroar
Pokémon Shuffle," Event: Take on Escalation Battles
",Incineroar
Pokémon Sun and Moon," Evolve Litten
",Torracat
Pokémon Ultra Sun and Ultra Moon," Evolve Litten
",Torracat
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Torracat
Pokémon Sword and Shield," Pokémon HOME
",Torracat
Pokémon Shuffle," Event: The Daily Pokémon (#7)
",Torracat
Pokémon Sun and Moon," Starter Pokémon from Hala in Iki Town
",Litten
Pokémon Ultra Sun and Ultra Moon," Starter Pokémon from Professor Kukui in Route 1
",Litten
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Litten
Pokémon Sword and Shield," Pokémon HOME
",Litten
Pokémon Shuffle," Event: Litten Appears
",Litten
Pokémon Sun and Moon," Evolve Dartrix
",Decidueye
Pokémon Ultra Sun and Ultra Moon," Evolve Dartrix
",Decidueye
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Decidueye
Pokémon Sword and Shield," Pokémon HOME
",Decidueye
Pokémon Shuffle," Event: Take on Escalation Battles
",Decidueye
Pokémon Sun and Moon," Evolve Rowlet
",Dartrix
Pokémon Ultra Sun and Ultra Moon," Evolve Rowlet
",Dartrix
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Dartrix
Pokémon Sword and Shield," Pokémon HOME
",Dartrix
Pokémon Shuffle," Event: The Daily Pokémon (#9)
",Dartrix
Pokémon Sun and Moon," Starter Pokémon from Hala in Iki Town
",Rowlet
Pokémon Ultra Sun and Ultra Moon," Starter Pokémon from Professor Kukui in Route 1
",Rowlet
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Rowlet
Pokémon Sword and Shield," Pokémon HOME
",Rowlet
Pokémon Shuffle," Event: Rowlet Appears
",Rowlet
Pokémon X and Y," Event
",Volcanion
Pokémon Omega Ruby and Alpha Sapphire," Event
",Volcanion
Pokémon Sun and Moon," Pokémon Bank
",Volcanion
Pokémon Ultra Sun and Ultra Moon," Pokémon Bank
",Volcanion
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Volcanion
Pokémon Sword and Shield," Unobtainable
",Volcanion
Pokémon Shuffle," Event: Take on Escalation Battles
",Volcanion
Pokémon X and Y," Event
",Hoopa
Pokémon Omega Ruby and Alpha Sapphire," Event
",Hoopa
Pokémon Sun and Moon," Event
",Hoopa
Pokémon Ultra Sun and Ultra Moon," Event
",Hoopa
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Hoopa
Pokémon Sword and Shield," Unobtainable
",Hoopa
Pokémon Super Mystery Dungeon," Summon from Djinn's Bottle
",Hoopa
Pokémon Shuffle," Event: Hoopa Appears (Hoopa Confined), Event: Great Daily Pokémon (First release; Hoopa Confined), Blau Salon: Stage 450 (Hoopa Unbound), Event: Hoopa Appears (Hoopa Unbound)
",Hoopa
Pokémon Picross," Area 08: Stage 08 (Hoopa Confined) (As a Mythical Pokémon), Area 29: Stage 12 (Hoopa Unbound) (As a Mythical Pokémon)
",Hoopa
Pokémon X and Y," Event
",Diancie
Pokémon Omega Ruby and Alpha Sapphire," Event
",Diancie
Pokémon Sun and Moon," Pokémon Bank
",Diancie
Pokémon Ultra Sun and Ultra Moon," Pokémon Bank
",Diancie
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Diancie
Pokémon Sword and Shield," Unobtainable
",Diancie
Pokémon Shuffle," Event: Diancie Is Set to Dazzle!, Event: Take on Escalation Battles (Regular and Shiny)
",Diancie
Pokémon Rumble World," Legend Terrain: Mineral Crust Hollow (Special Boss)
",Diancie
Pokémon Picross," Area 27: Stage 12 (As a Mythical Pokémon)
",Diancie
Pokémon X and Y," Terminus Cave (only one)*
",Zygarde
Pokémon Omega Ruby and Alpha Sapphire," Trade, Event
",Zygarde
Pokémon Sun and Moon," Aether Base on Route 16*
",Zygarde
Pokémon Ultra Sun and Ultra Moon," Resolution Cave*, Aether Base on Route 16*
",Zygarde
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Zygarde
